Year;Value;Country;Region;Income group
1989;7,8;Venezuela, RB;Latin America & Caribbean;Upper middle income
1990;;Venezuela, RB;Latin America & Caribbean;Upper middle income
1991;;Venezuela, RB;Latin America & Caribbean;Upper middle income
1992;4,3;Venezuela, RB;Latin America & Caribbean;Upper middle income
1993;;Venezuela, RB;Latin America & Caribbean;Upper middle income
1994;;Venezuela, RB;Latin America & Caribbean;Upper middle income
1995;8,6;Venezuela, RB;Latin America & Caribbean;Upper middle income
1996;;Venezuela, RB;Latin America & Caribbean;Upper middle income
1997;;Venezuela, RB;Latin America & Caribbean;Upper middle income
1998;11,4;Venezuela, RB;Latin America & Caribbean;Upper middle income
1999;10,2;Venezuela, RB;Latin America & Caribbean;Upper middle income
2000;;Venezuela, RB;Latin America & Caribbean;Upper middle income
2001;9,6;Venezuela, RB;Latin America & Caribbean;Upper middle income
2002;16;Venezuela, RB;Latin America & Caribbean;Upper middle income
2003;20;Venezuela, RB;Latin America & Caribbean;Upper middle income
2004;17,5;Venezuela, RB;Latin America & Caribbean;Upper middle income
2005;17;Venezuela, RB;Latin America & Caribbean;Upper middle income
2006;9,2;Venezuela, RB;Latin America & Caribbean;Upper middle income
2007;;Venezuela, RB;Latin America & Caribbean;Upper middle income
2008;;Venezuela, RB;Latin America & Caribbean;Upper middle income
2009;;Venezuela, RB;Latin America & Caribbean;Upper middle income
2010;;Venezuela, RB;Latin America & Caribbean;Upper middle income
2011;;Venezuela, RB;Latin America & Caribbean;Upper middle income
2012;;Venezuela, RB;Latin America & Caribbean;Upper middle income
2013;;Venezuela, RB;Latin America & Caribbean;Upper middle income
2014;;Venezuela, RB;Latin America & Caribbean;Upper middle income
2015;;Venezuela, RB;Latin America & Caribbean;Upper middle income
2016;;Venezuela, RB;Latin America & Caribbean;Upper middle income
1980;;British Virgin Islands;Latin America & Caribbean;High income
1981;;British Virgin Islands;Latin America & Caribbean;High income
1982;;British Virgin Islands;Latin America & Caribbean;High income
1983;;British Virgin Islands;Latin America & Caribbean;High income
1984;;British Virgin Islands;Latin America & Caribbean;High income
1985;;British Virgin Islands;Latin America & Caribbean;High income
1986;;British Virgin Islands;Latin America & Caribbean;High income
1987;;British Virgin Islands;Latin America & Caribbean;High income
1988;;British Virgin Islands;Latin America & Caribbean;High income
1989;;British Virgin Islands;Latin America & Caribbean;High income
1990;;British Virgin Islands;Latin America & Caribbean;High income
1991;;British Virgin Islands;Latin America & Caribbean;High income
1992;;British Virgin Islands;Latin America & Caribbean;High income
1993;;British Virgin Islands;Latin America & Caribbean;High income
1994;;British Virgin Islands;Latin America & Caribbean;High income
1995;;British Virgin Islands;Latin America & Caribbean;High income
1996;;British Virgin Islands;Latin America & Caribbean;High income
1997;;British Virgin Islands;Latin America & Caribbean;High income
1998;;British Virgin Islands;Latin America & Caribbean;High income
1999;;British Virgin Islands;Latin America & Caribbean;High income
2000;;British Virgin Islands;Latin America & Caribbean;High income
2001;;British Virgin Islands;Latin America & Caribbean;High income
2002;;British Virgin Islands;Latin America & Caribbean;High income
2003;;British Virgin Islands;Latin America & Caribbean;High income
2004;;British Virgin Islands;Latin America & Caribbean;High income
2005;;British Virgin Islands;Latin America & Caribbean;High income
2006;;British Virgin Islands;Latin America & Caribbean;High income
2007;;British Virgin Islands;Latin America & Caribbean;High income
2008;;British Virgin Islands;Latin America & Caribbean;High income
2009;;British Virgin Islands;Latin America & Caribbean;High income
2010;;British Virgin Islands;Latin America & Caribbean;High income
2011;;British Virgin Islands;Latin America & Caribbean;High income
2012;;British Virgin Islands;Latin America & Caribbean;High income
2013;;British Virgin Islands;Latin America & Caribbean;High income
2014;;British Virgin Islands;Latin America & Caribbean;High income
2015;;British Virgin Islands;Latin America & Caribbean;High income
2016;;British Virgin Islands;Latin America & Caribbean;High income
1980;;Virgin Islands (U.S.);Latin America & Caribbean;High income
1981;;Virgin Islands (U.S.);Latin America & Caribbean;High income
1982;;Virgin Islands (U.S.);Latin America & Caribbean;High income
1983;;Virgin Islands (U.S.);Latin America & Caribbean;High income
1984;;Virgin Islands (U.S.);Latin America & Caribbean;High income
1985;;Virgin Islands (U.S.);Latin America & Caribbean;High income
1986;;Virgin Islands (U.S.);Latin America & Caribbean;High income
1987;;Virgin Islands (U.S.);Latin America & Caribbean;High income
1988;;Virgin Islands (U.S.);Latin America & Caribbean;High income
1989;;Virgin Islands (U.S.);Latin America & Caribbean;High income
1990;;Virgin Islands (U.S.);Latin America & Caribbean;High income
1991;;Virgin Islands (U.S.);Latin America & Caribbean;High income
1992;;Virgin Islands (U.S.);Latin America & Caribbean;High income
1993;;Virgin Islands (U.S.);Latin America & Caribbean;High income
1994;;Virgin Islands (U.S.);Latin America & Caribbean;High income
1995;;Virgin Islands (U.S.);Latin America & Caribbean;High income
1996;;Virgin Islands (U.S.);Latin America & Caribbean;High income
1997;;Virgin Islands (U.S.);Latin America & Caribbean;High income
1998;;Virgin Islands (U.S.);Latin America & Caribbean;High income
1999;;Virgin Islands (U.S.);Latin America & Caribbean;High income
2000;;Virgin Islands (U.S.);Latin America & Caribbean;High income
2001;;Virgin Islands (U.S.);Latin America & Caribbean;High income
2002;;Virgin Islands (U.S.);Latin America & Caribbean;High income
2003;;Virgin Islands (U.S.);Latin America & Caribbean;High income
2004;;Virgin Islands (U.S.);Latin America & Caribbean;High income
2005;;Virgin Islands (U.S.);Latin America & Caribbean;High income
2006;;Virgin Islands (U.S.);Latin America & Caribbean;High income
2007;;Virgin Islands (U.S.);Latin America & Caribbean;High income
2008;;Virgin Islands (U.S.);Latin America & Caribbean;High income
2009;;Virgin Islands (U.S.);Latin America & Caribbean;High income
2010;;Virgin Islands (U.S.);Latin America & Caribbean;High income
2011;;Virgin Islands (U.S.);Latin America & Caribbean;High income
2012;;Virgin Islands (U.S.);Latin America & Caribbean;High income
2013;;Virgin Islands (U.S.);Latin America & Caribbean;High income
2014;;Virgin Islands (U.S.);Latin America & Caribbean;High income
2015;;Virgin Islands (U.S.);Latin America & Caribbean;High income
2016;;Virgin Islands (U.S.);Latin America & Caribbean;High income
1980;;Vietnam;East Asia & Pacific;Lower middle income
1981;;Vietnam;East Asia & Pacific;Lower middle income
1982;;Vietnam;East Asia & Pacific;Lower middle income
1983;;Vietnam;East Asia & Pacific;Lower middle income
1984;;Vietnam;East Asia & Pacific;Lower middle income
1985;;Vietnam;East Asia & Pacific;Lower middle income
1986;;Vietnam;East Asia & Pacific;Lower middle income
1987;;Vietnam;East Asia & Pacific;Lower middle income
1988;;Vietnam;East Asia & Pacific;Lower middle income
1989;;Vietnam;East Asia & Pacific;Lower middle income
1990;;Vietnam;East Asia & Pacific;Lower middle income
1991;;Vietnam;East Asia & Pacific;Lower middle income
1992;52,9;Vietnam;East Asia & Pacific;Lower middle income
1993;;Vietnam;East Asia & Pacific;Lower middle income
1994;;Vietnam;East Asia & Pacific;Lower middle income
1995;;Vietnam;East Asia & Pacific;Lower middle income
1996;;Vietnam;East Asia & Pacific;Lower middle income
1997;;Vietnam;East Asia & Pacific;Lower middle income
1998;35,5;Vietnam;East Asia & Pacific;Lower middle income
1999;;Vietnam;East Asia & Pacific;Lower middle income
2000;;Vietnam;East Asia & Pacific;Lower middle income
2001;;Vietnam;East Asia & Pacific;Lower middle income
2002;38;Vietnam;East Asia & Pacific;Lower middle income
2003;;Vietnam;East Asia & Pacific;Lower middle income
2004;26,5;Vietnam;East Asia & Pacific;Lower middle income
2005;;Vietnam;East Asia & Pacific;Lower middle income
2006;19,5;Vietnam;East Asia & Pacific;Lower middle income
2007;;Vietnam;East Asia & Pacific;Lower middle income
2008;14,8;Vietnam;East Asia & Pacific;Lower middle income
2009;;Vietnam;East Asia & Pacific;Lower middle income
2010;4,2;Vietnam;East Asia & Pacific;Lower middle income
2011;;Vietnam;East Asia & Pacific;Lower middle income
2012;2,8;Vietnam;East Asia & Pacific;Lower middle income
2013;;Vietnam;East Asia & Pacific;Lower middle income
2014;2,6;Vietnam;East Asia & Pacific;Lower middle income
2015;;Vietnam;East Asia & Pacific;Lower middle income
2016;;Vietnam;East Asia & Pacific;Lower middle income
1980;;Vanuatu;East Asia & Pacific;Lower middle income
1981;;Vanuatu;East Asia & Pacific;Lower middle income
1982;;Vanuatu;East Asia & Pacific;Lower middle income
1983;;Vanuatu;East Asia & Pacific;Lower middle income
1984;;Vanuatu;East Asia & Pacific;Lower middle income
1985;;Vanuatu;East Asia & Pacific;Lower middle income
1986;;Vanuatu;East Asia & Pacific;Lower middle income
1987;;Vanuatu;East Asia & Pacific;Lower middle income
1988;;Vanuatu;East Asia & Pacific;Lower middle income
1989;;Vanuatu;East Asia & Pacific;Lower middle income
1990;;Vanuatu;East Asia & Pacific;Lower middle income
1991;;Vanuatu;East Asia & Pacific;Lower middle income
1992;;Vanuatu;East Asia & Pacific;Lower middle income
1993;;Vanuatu;East Asia & Pacific;Lower middle income
1994;;Vanuatu;East Asia & Pacific;Lower middle income
1995;;Vanuatu;East Asia & Pacific;Lower middle income
1996;;Vanuatu;East Asia & Pacific;Lower middle income
1997;;Vanuatu;East Asia & Pacific;Lower middle income
1998;;Vanuatu;East Asia & Pacific;Lower middle income
1999;;Vanuatu;East Asia & Pacific;Lower middle income
2000;;Vanuatu;East Asia & Pacific;Lower middle income
2001;;Vanuatu;East Asia & Pacific;Lower middle income
2002;;Vanuatu;East Asia & Pacific;Lower middle income
2003;;Vanuatu;East Asia & Pacific;Lower middle income
2004;;Vanuatu;East Asia & Pacific;Lower middle income
2005;;Vanuatu;East Asia & Pacific;Lower middle income
2006;;Vanuatu;East Asia & Pacific;Lower middle income
2007;;Vanuatu;East Asia & Pacific;Lower middle income
2008;;Vanuatu;East Asia & Pacific;Lower middle income
2009;;Vanuatu;East Asia & Pacific;Lower middle income
2010;13,2;Vanuatu;East Asia & Pacific;Lower middle income
2011;;Vanuatu;East Asia & Pacific;Lower middle income
2012;;Vanuatu;East Asia & Pacific;Lower middle income
2013;;Vanuatu;East Asia & Pacific;Lower middle income
2014;;Vanuatu;East Asia & Pacific;Lower middle income
2015;;Vanuatu;East Asia & Pacific;Lower middle income
2016;;Vanuatu;East Asia & Pacific;Lower middle income
1980;;Samoa;East Asia & Pacific;Upper middle income
1981;;Samoa;East Asia & Pacific;Upper middle income
1982;;Samoa;East Asia & Pacific;Upper middle income
1983;;Samoa;East Asia & Pacific;Upper middle income
1984;;Samoa;East Asia & Pacific;Upper middle income
1985;;Samoa;East Asia & Pacific;Upper middle income
1986;;Samoa;East Asia & Pacific;Upper middle income
1987;;Samoa;East Asia & Pacific;Upper middle income
1988;;Samoa;East Asia & Pacific;Upper middle income
1989;;Samoa;East Asia & Pacific;Upper middle income
1990;;Samoa;East Asia & Pacific;Upper middle income
1991;;Samoa;East Asia & Pacific;Upper middle income
1992;;Samoa;East Asia & Pacific;Upper middle income
1993;;Samoa;East Asia & Pacific;Upper middle income
1994;;Samoa;East Asia & Pacific;Upper middle income
1995;;Samoa;East Asia & Pacific;Upper middle income
1996;;Samoa;East Asia & Pacific;Upper middle income
1997;;Samoa;East Asia & Pacific;Upper middle income
1998;;Samoa;East Asia & Pacific;Upper middle income
1999;;Samoa;East Asia & Pacific;Upper middle income
2000;;Samoa;East Asia & Pacific;Upper middle income
2001;;Samoa;East Asia & Pacific;Upper middle income
2002;;Samoa;East Asia & Pacific;Upper middle income
2003;;Samoa;East Asia & Pacific;Upper middle income
2004;;Samoa;East Asia & Pacific;Upper middle income
2005;;Samoa;East Asia & Pacific;Upper middle income
2006;;Samoa;East Asia & Pacific;Upper middle income
2007;;Samoa;East Asia & Pacific;Upper middle income
2008;0,6;Samoa;East Asia & Pacific;Upper middle income
2009;;Samoa;East Asia & Pacific;Upper middle income
2010;;Samoa;East Asia & Pacific;Upper middle income
2011;;Samoa;East Asia & Pacific;Upper middle income
2012;;Samoa;East Asia & Pacific;Upper middle income
2013;;Samoa;East Asia & Pacific;Upper middle income
2014;;Samoa;East Asia & Pacific;Upper middle income
2015;;Samoa;East Asia & Pacific;Upper middle income
2016;;Samoa;East Asia & Pacific;Upper middle income
1980;;Kosovo;Europe & Central Asia;Lower middle income
1981;;Kosovo;Europe & Central Asia;Lower middle income
1982;;Kosovo;Europe & Central Asia;Lower middle income
1983;;Kosovo;Europe & Central Asia;Lower middle income
1984;;Kosovo;Europe & Central Asia;Lower middle income
1985;;Kosovo;Europe & Central Asia;Lower middle income
1986;;Kosovo;Europe & Central Asia;Lower middle income
1987;;Kosovo;Europe & Central Asia;Lower middle income
1988;;Kosovo;Europe & Central Asia;Lower middle income
1989;;Kosovo;Europe & Central Asia;Lower middle income
1990;;Kosovo;Europe & Central Asia;Lower middle income
1991;;Kosovo;Europe & Central Asia;Lower middle income
1992;;Kosovo;Europe & Central Asia;Lower middle income
1993;;Kosovo;Europe & Central Asia;Lower middle income
1994;;Kosovo;Europe & Central Asia;Lower middle income
1995;;Kosovo;Europe & Central Asia;Lower middle income
1996;;Kosovo;Europe & Central Asia;Lower middle income
1997;;Kosovo;Europe & Central Asia;Lower middle income
1998;;Kosovo;Europe & Central Asia;Lower middle income
1999;;Kosovo;Europe & Central Asia;Lower middle income
2000;;Kosovo;Europe & Central Asia;Lower middle income
2001;;Kosovo;Europe & Central Asia;Lower middle income
2002;;Kosovo;Europe & Central Asia;Lower middle income
2003;1,7;Kosovo;Europe & Central Asia;Lower middle income
2004;;Kosovo;Europe & Central Asia;Lower middle income
2005;3;Kosovo;Europe & Central Asia;Lower middle income
2006;3,2;Kosovo;Europe & Central Asia;Lower middle income
2007;;Kosovo;Europe & Central Asia;Lower middle income
2008;;Kosovo;Europe & Central Asia;Lower middle income
2009;2,7;Kosovo;Europe & Central Asia;Lower middle income
2010;2,2;Kosovo;Europe & Central Asia;Lower middle income
2011;1,4;Kosovo;Europe & Central Asia;Lower middle income
2012;0,5;Kosovo;Europe & Central Asia;Lower middle income
2013;0,3;Kosovo;Europe & Central Asia;Lower middle income
2014;0,7;Kosovo;Europe & Central Asia;Lower middle income
2015;0,4;Kosovo;Europe & Central Asia;Lower middle income
2016;;Kosovo;Europe & Central Asia;Lower middle income
1980;;Yemen, Rep.;Middle East & North Africa;Low income
1981;;Yemen, Rep.;Middle East & North Africa;Low income
1982;;Yemen, Rep.;Middle East & North Africa;Low income
1983;;Yemen, Rep.;Middle East & North Africa;Low income
